profile	Cruise	Site	DataOwner	Rawfilename	Instrument	CTDrosettefilename	yyyy-mm-dd hh:mm	Latitude 	Longitude	aa	exp	Pixel size	Particle filename	Plankton filename	Project
c_m181_011	sn205_m181_2022	M181_25	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220423232954	uvp5	met_181_1_011	2022-04-23 23:29:54	-10.73375	13.1496	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_011.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_012	sn205_m181_2022	M181_27	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220424020704	uvp5	met_181_1_012	2022-04-24 02:07:04	-10.7665	13.10095	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_012.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_013	sn205_m181_2022	M181_29	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220424045058	uvp5	met_181_1_013	2022-04-24 04:50:58	-10.80028	13.0503	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_013.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_015	sn205_m181_2022	m181_35	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220424193004	uvp5	met_181_1_015	2022-04-24 19:30:04	-10.50005	13.50015	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_015.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_016	sn205_m181_2022	m181_38	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220425002418	uvp5	met_181_1_016	2022-04-25 00:24:18	-10.53337	13.45025	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_016.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_017	sn205_m181_2022	m18141	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220425040029	uvp5	met_181_1_017	2022-04-25 04:00:29	-10.56682	13.3998	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_017.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_018	sn205_m181_2022	m181_45	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220425113536	uvp5	met_181_1_018	2022-04-25 11:35:36	-10.91727	12.87493	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_018.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_019	sn205_m181_2022	m181_47	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220425145018	uvp5	met_181_1_019	2022-04-25 14:50:18	-11.00003	12.75005	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_019.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_020	sn205_m181_2022	m181_49	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220425203733	uvp5	met_181_1_020	2022-04-25 20:37:33	-11.33273	12.2506	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_020.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_021	sn205_m181_2022	m181_52	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220426055657	uvp5	met_181_1_021	2022-04-26 05:56:57	-11.74948	11.63395	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_021.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_022	sn205_m181_2022	m181_55	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220426112225	uvp5	met_181_1_022	2022-04-26 11:22:25	-11.16805	11.21497	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_022.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_023	sn205_m181_2022	m181_61	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220427182736	uvp5	met_181_1_023	2022-04-27 18:27:36	-6.00317	10.96453	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_023.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_024	sn205_m181_2022	m181_65	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220428142751	uvp5	met_181_1_024	2022-04-28 14:27:51	-4.00052	8.00097	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_024.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_025	sn205_m181_2022	m181_71	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220430060529	uvp5	met_181_1_025	2022-04-30 06:05:29	5e-05	1.99933	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_025.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_026	sn205_m181_2022	m181_76	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220430161437	uvp5	met_181_1_026	2022-04-30 16:14:37	0.00043	1.00018	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_026.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_027	sn205_m181_2022	m181_81	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220501042308	uvp5	met_181_1_027	2022-05-01 04:23:08	0.00042	0.00028	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_027.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_028	sn205_m181_2022	m181_83	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220501053958	uvp5	met_181_1_028	2022-05-01 05:39:58	0.00047	0.0007	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_028.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_029	sn205_m181_2022	m181_87	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220501154131	uvp5	met_181_1_029	2022-05-01 15:41:31	8e-05	-0.99932	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_029.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_030	sn205_m181_2022	m181_91	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220502014644	uvp5	met_181_1_030	2022-05-02 01:46:44	0.00023	-1.99963	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_030.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_031	sn205_m181_2022	m181_93	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220502134948	uvp5	met_181_1_031	2022-05-02 13:49:48	-0.0002	-2.99987	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_031.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_032	sn205_m181_2022	m181_96	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220502225620	uvp5	met_181_1_032	2022-05-02 22:56:20	0.00065	-4.00113	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_032.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_033	sn205_m181_2022	m181_99	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220503091722	uvp5	met_181_1_033	2022-05-03 09:17:22	0.00017	-5.00077	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_033.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_034	sn205_m181_2022	m181_102	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220503103714	uvp5	met_181_1_034	2022-05-03 10:37:14	-0.00578	-4.997	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_034.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_035	sn205_m181_2022	m181_105	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220503213445	uvp5	met_181_1_035	2022-05-03 21:34:45	-0.00025	-6.00263	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_035.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_036	sn205_m181_2022	m181_107	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220504065911	uvp5	met_181_1_036	2022-05-04 06:59:11	0.00015	-7.00047	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_036.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_037	sn205_m181_2022	m181_112	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220504170605	uvp5	met_181_1_037	2022-05-04 17:06:05	5e-05	-8.0012	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_037.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_038	sn205_m181_2022	m181_117	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220505015903	uvp5	met_181_1_038	2022-05-05 01:59:03	-0.00013	-9.00102	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_038.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_039	sn205_m181_2022	m181_124	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220505113903	uvp5	met_181_1_039	2022-05-05 11:39:03	0.00115	-10.00248	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_039.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_040	sn205_m181_2022	m181_126	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220505131500	uvp5	met_181_1_040	2022-05-05 13:15:00	0.00285	-9.99942	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_040.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_041	sn205_m181_2022	m181_131	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220506004946	uvp5	met_181_1_041	2022-05-06 00:49:46	0.00035	-11.00103	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_041.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_042	sn205_m181_2022	m181_134	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220506091549	uvp5	met_181_1_042	2022-05-06 09:15:49	0.00072	-11.99983	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_042.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_043	sn205_m181_2022	m181_140	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220506174331	uvp5	met_181_1_043	2022-05-06 17:43:31	0.00103	-13.00053	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_043.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_044	sn205_m181_2022	m181_146	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220507030435	uvp5	met_181_1_044	2022-05-07 03:04:35	0.00055	-14.00048	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_044.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_045	sn205_m181_2022	m181_153	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220507115224	uvp5	met_181_1_045	2022-05-07 11:52:24	0.00052	-15.00058	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_045.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_046	sn205_m181_2022	m181_156	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220507143824	uvp5	met_181_1_046	2022-05-07 14:38:24	0.00307	-14.99107	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_046.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_047	sn205_m181_2022	m181_160	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220507234525	uvp5	met_181_1_047	2022-05-07 23:45:25	0.00018	-15.99875	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_047.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_048	sn205_m181_2022	m181_165	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220508081248	uvp5	met_181_1_048	2022-05-08 08:12:48	0.0003	-17.00027	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_048.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_049	sn205_m181_2022	m181_170	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220508184514	uvp5	met_181_1_049	2022-05-08 18:45:14	0.00067	-18.05002	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_049.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_050	sn205_m181_2022	m181_175	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220509044335	uvp5	met_181_1_050	2022-05-09 04:43:35	0.0002	-19.00013	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_050.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_051	sn205_m181_2022	m181_182	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220509141150	uvp5	met_181_1_051	2022-05-09 14:11:50	7e-05	-20.00083	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_051.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_052	sn205_m181_2022	m181_185	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220509155118	uvp5	met_181_1_052	2022-05-09 15:51:18	0.00197	-19.99798	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_052.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_053	sn205_m181_2022	m181_189	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220510022604	uvp5	met_181_1_053	2022-05-10 02:26:04	0.00055	-21.0008	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_053.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_054	sn205_m181_2022	m181_194	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220510134344	uvp5	met_181_1_054	2022-05-10 13:43:44	-0.0002	-22.00233	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_054.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_055	sn205_m181_2022	m181_200	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220510232936	uvp5	met_181_1_055	2022-05-10 23:29:36	0.0001	-23.05777	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_055.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_056	sn205_m181_2022	m181_204	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220511082721	uvp5	met_181_1_056	2022-05-11 08:27:21	0.0002	-24.0001	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_056.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_057	sn205_m181_2022	m181_213	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220511180325	uvp5	met_181_1_057	2022-05-11 18:03:25	-0.00083	-25.00022	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_057.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_058	sn205_m181_2022	m181_216	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220511230339	uvp5	met_181_1_058	2022-05-11 23:03:39	-0.0013	-25.00017	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_058.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_059	sn205_m181_2022	m181_220	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220512083637	uvp5	met_181_1_059	2022-05-12 08:36:37	3e-05	-25.99925	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_059.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_060	sn205_m181_2022	m181_227	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220512165556	uvp5	met_181_1_060	2022-05-12 16:55:56	0.00017	-26.99928	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_060.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_061	sn205_m181_2022	m181_233	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220513010843	uvp5	met_181_1_061	2022-05-13 01:08:43	-8e-05	-27.9994	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_061.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_062	sn205_m181_2022	m181_238	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220513110634	uvp5	met_181_1_062	2022-05-13 11:06:34	0.00018	-28.99892	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_062.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_063	sn205_m181_2022	m181_241	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220513201445	uvp5	met_181_1_063	2022-05-13 20:14:45	0.0	-29.99482	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_063.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_064	sn205_m181_2022	m181_243	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220513230232	uvp5	met_181_1_064	2022-05-13 23:02:32	0.00137	-29.99265	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_064.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_065	sn205_m181_2022	m181_245	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220514081857	uvp5	met_181_1_065	2022-05-14 08:18:57	0.0001	-30.99895	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_065.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_066	sn205_m181_2022	m181_253	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220514183911	uvp5	met_181_1_066	2022-05-14 18:39:11	-0.00058	-31.9958	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_066.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_067	sn205_m181_2022	m181_255	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220515041122	uvp5	met_181_1_067	2022-05-15 04:11:22	-0.00058	-33.00032	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_067.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_068	sn205_m181_2022	m181_261	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220515135232	uvp5	met_181_1_068	2022-05-15 13:52:32	0.00075	-34.00003	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_068.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_069	sn205_m181_2022	m181_265	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220516000708	uvp5	met_181_1_069	2022-05-16 00:07:08	-0.00103	-34.99857	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_069.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_070	sn205_m181_2022	m181_267	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220516025913	uvp5	met_181_1_070	2022-05-16 02:59:13	-0.00038	-34.9993	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_070.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_071	sn205_m181_2022	m181_273	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220516121537	uvp5	met_181_1_071	2022-05-16 12:15:37	3e-05	-35.99998	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_071.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_072	sn205_m181_2022	m181_276	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220516213056	uvp5	met_181_1_072	2022-05-16 21:30:56	-0.00058	-36.99913	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_072.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_073	sn205_m181_2022	m181_281	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220517074419	uvp5	met_181_1_073	2022-05-17 07:44:19	-0.00055	-38.00013	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_073.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_074	sn205_m181_2022	m181_283	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220517134911	uvp5	met_181_1_074	2022-05-17 13:49:11	-0.00015	-38.50005	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_074.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_075	sn205_m181_2022	m181_285	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220517192428	uvp5	met_181_1_075	2022-05-17 19:24:28	-0.00075	-39.00218	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_075.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_076	sn205_m181_2022	m181_287	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220518011434	uvp5	met_181_1_076	2022-05-18 01:14:34	0.00022	-39.50077	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_076.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_077	sn205_m181_2022	m181_288	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220518062556	uvp5	met_181_1_077	2022-05-18 06:25:56	0.00042	-40.002	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_077.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_078	sn205_m181_2022	m181_290	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220518090737	uvp5	met_181_1_078	2022-05-18 09:07:37	0.00042	-40.00193	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_078.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_079	sn205_m181_2022	m181_293	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220518150941	uvp5	met_181_1_079	2022-05-18 15:09:41	0.00087	-40.50015	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_079.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_080	sn205_m181_2022	m181_296	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220518195941	uvp5	met_181_1_080	2022-05-18 19:59:41	0.00118	-41.0013	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_080.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_081	sn205_m181_2022	m181_297	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220519013130	uvp5	met_181_1_081	2022-05-19 01:31:30	0.0014	-41.50377	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_081.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_082	sn205_m181_2022	m181_298	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220519062300	uvp5	met_181_1_082	2022-05-19 06:23:00	0.00083	-42.00048	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_082.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_083	sn205_m181_2022	m181_300	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220519115438	uvp5	met_181_1_083	2022-05-19 11:54:38	0.00367	-42.50338	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_083.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_084	sn205_m181_2022	m181_303	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220519173933	uvp5	met_181_1_084	2022-05-19 17:39:33	0.00248	-43.00332	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_084.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_085	sn205_m181_2022	m181_305	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220519222645	uvp5	met_181_1_085	2022-05-19 22:26:45	0.00028	-43.50115	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_085.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_086	sn205_m181_2022	m181_306	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220520014356	uvp5	met_181_1_086	2022-05-20 01:43:56	0.00068	-43.7509	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_086.tsv	no data available	uvp5_sn205_m181_2022_filtered
c_m181_087	sn205_m181_2022	m181_307	rainer kiko(rainer:kiko@imev-mer.fr)	HDR20220520045004	uvp5	met_181_1_087	2022-05-20 04:50:04	0.00123	-43.9214	0.0036	1.1602	0.092	export_detailed_20230127_20_59_PAR_c_m181_087.tsv	no data available	uvp5_sn205_m181_2022_filtered
